order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta
2,"(1,)",0,1,X1,"('X2',)",1,0,0.03273304545452571
2,"(1,)",0,1,X1,"('X2',)",1,1,0.04590877359638579
2,"(1,)",0,1,X1,"('X2',)",1,2,0.033019944821920055
2,"(1,)",0,1,X1,"('X2',)",1,3,0.0690520688182481
2,"(1,)",0,1,X1,"('X2',)",1,4,0.049808246332383066
2,"(1,)",0,1,X1,"('X2',)",2,0,0.033052248369913495
2,"(1,)",0,1,X1,"('X2',)",2,1,0.041298452458245094
2,"(1,)",0,1,X1,"('X2',)",2,2,0.04521366876520849
2,"(1,)",0,1,X1,"('X2',)",2,3,0.02940686298169365
2,"(1,)",0,1,X1,"('X2',)",2,4,0.024467028519374878
2,"(1,)",0,1,X1,"('X2',)",3,0,0.04763788664153856
2,"(1,)",0,1,X1,"('X2',)",3,1,0.0392382782993978
2,"(1,)",0,1,X1,"('X2',)",3,2,0.045638265829264
2,"(1,)",0,1,X1,"('X2',)",3,3,0.057841846869902236
2,"(1,)",0,1,X1,"('X2',)",3,4,0.04075684284128872
2,"(1,)",0,1,X1,"('X2',)",4,0,0.021496177278208517
2,"(1,)",0,1,X1,"('X2',)",4,1,0.04277912781335397
2,"(1,)",0,1,X1,"('X2',)",4,2,0.03564102882327813
2,"(1,)",0,1,X1,"('X2',)",4,3,0.053988089496929126
2,"(1,)",0,1,X1,"('X2',)",4,4,0.05745428682826326
2,"(2,)",0,1,X1,"('X3',)",0,0,0.05997534438528679
2,"(2,)",0,1,X1,"('X3',)",0,1,0.025616943225174937
2,"(2,)",0,1,X1,"('X3',)",0,2,0.03833568625062045
2,"(2,)",0,1,X1,"('X3',)",0,3,0.050925406141989205
2,"(2,)",0,1,X1,"('X3',)",0,4,0.0380962569713042
2,"(2,)",0,1,X1,"('X3',)",1,0,0.03578288974530908
2,"(2,)",0,1,X1,"('X3',)",1,1,0.03276953271900673
2,"(2,)",0,1,X1,"('X3',)",1,2,0.035318333834390314
2,"(2,)",0,1,X1,"('X3',)",1,3,0.05950643491453145
2,"(2,)",0,1,X1,"('X3',)",1,4,0.05356062831956243
2,"(2,)",0,1,X1,"('X3',)",2,0,0.04891047331503784
2,"(2,)",0,1,X1,"('X3',)",2,1,0.04508892865266295
2,"(2,)",0,1,X1,"('X3',)",2,2,0.058411630713252505
2,"(2,)",0,1,X1,"('X3',)",2,3,0.03566611526549035
2,"(2,)",0,1,X1,"('X3',)",2,4,0.038124265115786315
2,"(2,)",0,1,X1,"('X3',)",3,0,0.03746701268757663
2,"(2,)",0,1,X1,"('X3',)",3,1,0.03677420986833568
2,"(2,)",0,1,X1,"('X3',)",3,2,0.056379736105721334
2,"(2,)",0,1,X1,"('X3',)",3,3,0.03243485497741916
2,"(2,)",0,1,X1,"('X3',)",3,4,0.04354052765373617
2,"(2,)",0,1,X1,"('X3',)",4,0,0.04639231049776338
2,"(2,)",0,1,X1,"('X3',)",4,1,0.04215811282839099
2,"(2,)",0,1,X1,"('X3',)",4,2,0.0526189638425551
